states,2H,5C,18N,75C,129O,147H,190H,221C,285H,310C,311H,369H,375H,395H,404C,406N,477H,711N,712H,722H,723H,526H,528C,507H,545C,568H,675H,782C,853H,855C,857H,861H,905H,953C
1,0.147949,-0.113522,-0.182598,-0.049395,-0.325764,0.025802,0.077895,-0.073188,0.170407,-0.067241,0.0191,0.087206,0.029968,0.06028,0.228719,-0.137289,0.092062,0.021733,0.154384,0.064213,0.070725,0.069863,-0.119157,0.083661,-0.010179,0.044235,0.043768,0.222336,0.112072,-0.155139,-0.005169,0.014221,0.020153,-0.034362
1,0.164869,-0.133909,-0.165218,-0.038349,-0.325914,0.01685,0.062647,-0.09451,0.158402,-0.075104,0.033496,0.092679,0.02041,0.054016,0.205369,-0.144206,0.092928,0.001831,0.170646,0.061259,0.056208,0.073338,-0.095808,0.085504,-0.064739,0.052829,0.057052,0.210796,0.079761,-0.086522,-0.005206,0.021193,0.042152,-0.079434
1,0.166895,-0.075963,-0.138657,-0.058026,-0.361942,0.010964,0.057752,-0.147507,0.167388,-0.071104,0.047536,0.092969,0.023944,0.075604,0.211011,-0.102845,0.066532,0.028631,0.153878,0.06559,0.084796,0.067114,-0.083425,0.078811,-0.0405,0.045133,0.054401,0.223411,0.08814,-0.128476,0.002595,0.020271,0.027113,-0.094556
0,0.170257,-0.104397,-0.165985,-0.044264,-0.323388,0.020055,0.05011,-0.121824,0.169565,-0.052032,0.036775,0.085063,0.016299,0.057972,0.23928,-0.147349,0.106899,0.008285,0.168759,0.051956,0.068966,0.069968,-0.084348,0.081509,-0.039255,0.045991,0.045957,0.226145,0.085881,-0.103862,0.009345,0.021084,0.055209,-0.09377
0,0.145753,-0.105171,-0.166612,-0.044016,-0.302206,0.018689,0.081082,-0.093178,0.178914,-0.10058,0.047329,0.092047,0.025032,0.0718,0.206973,-0.158337,0.090454,0.012965,0.154413,0.024498,0.07343,0.05803,-0.089787,0.083444,-0.041913,0.077707,0.054328,0.250184,0.089308,-0.087495,-0.009224,0.009275,0.047665,-0.088537
0,0.175874,-0.111325,-0.068142,-0.075797,-0.354891,0.015023,0.059587,-0.12645,0.16988,-0.06741,0.046311,0.094697,0.019875,0.074315,0.223222,-0.110972,0.099436,0.02572,0.146593,0.062027,0.069869,0.06477,-0.096248,0.06322,-0.040593,0.047168,0.065946,0.23085,0.102933,-0.087042,0.003207,0.021242,0.040122,-0.082718
0,0.164221,-0.092985,-0.154734,-0.038588,-0.307531,0.013446,0.071401,-0.136423,0.175696,-0.078391,0.034297,0.088572,0.024603,0.06247,0.206034,-0.101285,0.09397,0.017939,0.184361,0.073534,0.067199,0.067428,-0.086688,0.078473,-0.050143,0.055779,0.070064,0.246286,0.102113,-0.080289,0.008719,0.025659,0.033449,-0.06941
1,0.154757,-0.093489,-0.192159,-0.061586,-0.339377,0.011848,0.042062,-0.132037,0.147129,-0.05306,0.039018,0.089521,0.011185,0.061619,0.207494,-0.175068,0.092607,0.017189,0.127175,0.059326,0.064519,0.067536,-0.077959,0.084106,-0.020776,0.048443,0.062231,0.231929,0.105842,-0.105091,0.002296,0.012412,0.01998,-0.061705
0,0.190967,-0.090179,-0.194116,-0.045569,-0.277818,0.012814,0.038935,-0.182232,0.15192,-0.078739,0.022183,0.086106,0.008261,0.058055,0.203332,-0.171485,0.08621,0.006353,0.151188,0.060917,0.071384,0.065248,-0.123533,0.069243,-0.054128,0.040794,0.062965,0.203815,0.097356,-0.101707,-0.00861,0.012326,0.037064,-0.137897
0,0.148327,-0.087144,-0.138749,-0.052921,-0.371002,0.014171,0.071014,-0.117046,0.180759,-0.092676,0.043992,0.095475,0.032916,0.048783,0.211941,-0.112309,0.104349,0.053884,0.13144,0.057373,0.074189,0.04791,-0.084258,0.075835,-0.041919,0.068929,0.069815,0.214659,0.089048,-0.065968,4.9E-05,0.011965,0.03446,-0.096076
0,0.188097,-0.101326,-0.185009,-0.079507,-0.391229,0.01825,0.072642,-0.145241,0.177497,-0.075045,0.040537,0.096239,0.017923,0.068717,0.21979,-0.160956,0.066473,0.024452,0.17739,0.06967,0.089161,0.078036,-0.089835,0.072382,-0.042486,0.052432,0.06698,0.264986,0.101674,-0.12306,-0.000249,0.011452,0.027707,-0.106942
1,0.18118,-0.081952,-0.209684,-0.038006,-0.284885,0.013125,0.052047,-0.123952,0.163897,-0.06095,0.036409,0.077063,0.016065,0.058525,0.197599,-0.167896,0.084744,0.001432,0.195069,0.058989,0.077233,0.06914,-0.078608,0.073723,-0.063443,0.061978,0.069675,0.250115,0.095346,-0.100033,0.013036,0.018928,0.031013,-0.103017
0,0.174314,-0.079244,-0.192987,-0.074004,-0.322989,0.016527,0.050472,-0.134524,0.16868,-0.046362,0.039864,0.099322,0.020752,0.066819,0.207352,-0.159362,0.107892,-0.011936,0.144722,0.064632,0.063708,0.069547,-0.084219,0.07721,-0.037526,0.062991,0.06663,0.247618,0.0987,-0.069765,0.001782,0.018252,0.021128,-0.078143
0,0.153166,-0.086314,-0.137751,-0.079507,-0.356315,0.008172,0.050022,-0.1477,0.165482,-0.083283,0.033387,0.098451,0.028872,0.063519,0.223333,-0.152273,0.106621,0.036195,0.165033,0.052598,0.079503,0.059283,-0.096497,0.072328,-0.043045,0.050937,0.059838,0.227747,0.093746,-0.091412,0.011381,0.01744,0.029746,-0.0637
0,0.161524,-0.103317,-0.15167,-0.041207,-0.305512,0.012707,0.054102,-0.137937,0.148162,-0.073941,0.020581,0.086629,0.021464,0.061657,0.23319,-0.162365,0.083957,0.021576,0.156887,0.045218,0.065237,0.050275,-0.07076,0.071349,-0.012881,0.067847,0.068813,0.223171,0.086946,-0.074833,-0.013968,0.015323,0.059621,-0.069823
1,0.162387,-0.091836,-0.159695,-0.065927,-0.348362,0.017789,0.075544,-0.128525,0.180531,-0.065167,0.04045,0.103739,0.024698,0.058745,0.209271,-0.084601,0.085165,0.037417,0.187044,0.062406,0.080849,0.064895,-0.10104,0.07759,-0.022499,0.06234,0.03473,0.208878,0.072123,-0.077213,-0.006855,0.013707,0.055071,-0.050897
1,0.195528,-0.135938,-0.135905,-0.014727,-0.318765,0.011256,0.06584,-0.160723,0.183593,-0.084944,0.056284,0.094467,0.023998,0.055224,0.175017,-0.145739,0.086195,0.027134,0.159061,0.046619,0.072029,0.065331,-0.071042,0.0798,-0.045669,0.065779,0.049279,0.206823,0.095741,-0.134565,0.011239,0.023729,0.032423,-0.086817
1,0.16543,-0.134563,-0.152065,-0.043471,-0.379689,0.019284,0.055917,-0.144163,0.149809,-0.063228,0.038886,0.117065,0.025728,0.056455,0.235492,-0.125295,0.10466,0.02076,0.152178,0.052383,0.077851,0.066762,-0.070081,0.079392,-0.022665,0.055652,0.059779,0.226237,0.076855,-0.014135,-0.011217,0.010808,0.031953,-0.125278
1,0.178448,-0.07852,-0.144746,-0.063673,-0.33425,0.011235,0.055633,-0.113447,0.141091,-0.07999,0.038506,0.091404,0.024317,0.0687,0.188669,-0.089775,0.104061,0.009058,0.162201,0.041177,0.077757,0.067262,-0.119119,0.079375,-0.040011,0.037787,0.062848,0.214448,0.089086,-0.138821,-0.001364,0.009183,0.029067,-0.068117
0,0.162266,-0.105394,-0.168009,-0.074812,-0.381732,0.017835,0.069618,-0.146269,0.15566,-0.076264,0.036323,0.085251,0.018934,0.061942,0.183742,-0.175819,0.098247,-0.013799,0.161,0.050378,0.071932,0.074414,-0.117156,0.072618,-0.031086,0.046337,0.057248,0.23502,0.090566,-0.112434,0.012747,0.025292,0.036261,-0.079421
0,0.163424,-0.065297,-0.155982,-0.031015,-0.321645,0.026022,0.048128,-0.13286,0.167772,-0.078048,0.030675,0.084954,0.022359,0.057665,0.229081,-0.210391,0.088434,0.038308,0.158341,0.065229,0.061499,0.058977,-0.084432,0.073634,-0.04737,0.055688,0.063258,0.201181,0.107812,-0.088686,0.015787,0.013932,0.031931,-0.1031
1,0.156368,-0.062438,-0.177294,-0.035534,-0.349821,0.017681,0.052685,-0.10285,0.166848,-0.057368,0.008354,0.08998,0.013863,0.074103,0.214194,-0.14399,0.080966,0.02032,0.185684,0.042721,0.065457,0.079049,-0.096725,0.077591,-0.066951,0.05791,0.047286,0.197975,0.091588,-0.09419,-0.001068,0.010051,0.048583,-0.097868
1,0.168007,-0.07636,-0.156984,-0.048886,-0.323091,0.017713,0.04839,-0.162899,0.154306,-0.082907,0.037508,0.09354,0.023655,0.052289,0.166975,-0.138463,0.083657,0.028569,0.157167,0.059659,0.057955,0.06848,-0.076513,0.080024,-0.052552,0.050944,0.057497,0.227265,0.105542,-0.142774,0.004885,0.004011,0.03218,-0.081267
0,0.159489,-0.076276,-0.146973,-0.070151,-0.300212,0.025579,0.026588,-0.132705,0.191618,-0.055034,0.042384,0.093099,0.02585,0.059207,0.218583,-0.134654,0.079283,0.033534,0.14818,0.035431,0.069796,0.083028,-0.086257,0.06454,-0.045745,0.060805,0.050975,0.237119,0.072175,-0.10056,0.021028,0.014964,0.038719,-0.095184
0,0.174543,-0.101811,-0.131088,-0.052843,-0.34926,0.006583,0.052942,-0.12523,0.153439,-0.04494,0.032181,0.098362,0.016371,0.066527,0.19205,-0.123983,0.090791,0.012818,0.186409,0.061558,0.067978,0.061492,-0.073722,0.06184,-0.035107,0.053969,0.058351,0.222049,0.076732,-0.099363,0.004515,0.023235,0.056121,-0.06632
0,0.190679,-0.071916,-0.169941,-0.062007,-0.31076,0.014886,0.05129,-0.173038,0.133391,-0.093319,0.031005,0.088504,0.018175,0.037115,0.201172,-0.138121,0.089429,0.005686,0.155295,0.038257,0.0992,0.064422,-0.066965,0.074652,-0.065425,0.054736,0.061143,0.203069,0.103658,-0.111885,0.011986,0.023778,0.035356,-0.078518
1,0.157906,-0.101295,-0.132844,-0.093807,-0.313565,0.011822,0.040468,-0.159095,0.146046,-0.04629,0.026409,0.089742,0.031184,0.093656,0.222669,-0.108268,0.090278,0.049574,0.185083,0.032347,0.077767,0.065613,-0.09095,0.080188,-0.041181,0.068696,0.05089,0.201695,0.092108,-0.085981,0.014198,0.004959,0.039887,-0.074383
0,0.166404,-0.079727,-0.194923,-0.05066,-0.285207,0.013087,0.062957,-0.149482,0.168259,-0.060543,0.015719,0.081355,0.013879,0.042395,0.178059,-0.153572,0.087847,-0.006411,0.15937,0.060001,0.075328,0.068977,-0.073285,0.0863,-0.064625,0.070037,0.054907,0.257654,0.082881,-0.094138,-0.001446,0.023794,0.018804,-0.085752
1,0.150879,-0.075234,-0.162272,-0.072257,-0.341198,0.020458,0.062833,-0.125423,0.124221,-0.048772,0.023237,0.099587,0.008983,0.058967,0.206311,-0.101266,0.075735,0.035214,0.147333,0.033084,0.063479,0.048862,-0.089574,0.079287,-0.035447,0.050257,0.069402,0.203719,0.092904,-0.088572,-0.018199,0.013504,0.052482,-0.059421
1,0.174652,-0.094826,-0.125217,-0.037008,-0.348902,0.018866,0.087076,-0.113411,0.174882,-0.071024,0.033278,0.091699,0.02403,0.065321,0.202196,-0.177789,0.079034,0.045178,0.191402,0.036464,0.07402,0.059708,-0.094592,0.071799,-0.05586,0.063163,0.05093,0.238464,0.080433,-0.074986,0.000619,0.016037,0.032823,-0.048322
1,0.167908,-0.120466,-0.166163,-0.067773,-0.378679,0.0139,0.054323,-0.131551,0.150967,-0.076178,0.027813,0.097704,0.01978,0.081002,0.198809,-0.122021,0.095323,0.017691,0.139996,0.066068,0.088372,0.060725,-0.114698,0.066842,-0.022219,0.046515,0.066832,0.199857,0.093599,-0.194111,0.020626,0.023333,0.036084,-0.093388
0,0.159534,-0.091087,-0.16997,-0.044814,-0.330721,0.013495,0.059848,-0.131895,0.183483,-0.060738,0.015085,0.080968,0.018965,0.072976,0.234629,-0.157863,0.093181,-0.0148,0.168688,0.061638,0.080863,0.065231,-0.103358,0.067299,-0.096375,0.050385,0.057037,0.235209,0.098604,-0.12505,0.01762,0.011977,0.037023,-0.087921
1,0.166737,-0.097274,-0.194157,-0.046304,-0.350947,0.014255,0.074201,-0.142642,0.159674,-0.075478,0.035338,0.068304,0.028012,0.053782,0.231724,-0.113031,0.098195,0.015454,0.167247,0.072165,0.086027,0.061595,-0.109887,0.070506,-0.073993,0.063959,0.05342,0.162162,0.097133,-0.128188,-0.004751,0.018445,0.045411,-0.062189
1,0.135562,-0.095824,-0.161784,-0.067497,-0.369978,0.005147,0.067217,-0.157852,0.136917,-0.086488,0.052568,0.103631,0.018886,0.057009,0.171053,-0.138987,0.077217,0.024578,0.176901,0.047273,0.055759,0.053415,-0.089182,0.077752,-0.023601,0.048346,0.064363,0.202184,0.096578,-0.124037,0.021294,0.027208,0.035838,-0.087933
0,0.178015,-0.107081,-0.177971,-0.04233,-0.367422,0.008874,0.04984,-0.137391,0.14914,-0.061624,0.022635,0.093089,0.024759,0.064605,0.24512,-0.15348,0.055285,0.082421,0.168483,0.068737,0.074469,0.05419,-0.086312,0.078569,-0.056567,0.056197,0.05347,0.249743,0.092429,-0.134803,0.014429,0.021994,0.031053,-0.042496
0,0.162137,-0.092084,-0.183486,-0.041985,-0.372649,0.013185,0.0796,-0.10721,0.173852,-0.097801,0.018414,0.095624,0.014814,0.061786,0.220662,-0.15476,0.094242,0.029993,0.16058,0.058535,0.073397,0.058693,-0.097549,0.063962,-0.021633,0.061088,0.048394,0.26875,0.098382,-0.092116,-0.000237,0.017037,0.025195,-0.120147
0,0.172188,-0.107355,-0.20441,-0.065309,-0.347786,0.016633,0.080211,-0.160234,0.162398,-0.077055,0.044496,0.0846,0.02293,0.044877,0.21513,-0.148133,0.07881,0.012274,0.161889,0.067408,0.07606,0.075978,-0.094809,0.066155,-0.038683,0.071082,0.056175,0.212713,0.089549,-0.125056,0.004209,0.014075,0.034747,-0.099932
1,0.164414,-0.141622,-0.13984,-0.064638,-0.307221,0.025906,0.055178,-0.140125,0.155375,-0.088042,0.012457,0.083943,0.014267,0.07191,0.235238,-0.120949,0.071369,0.015125,0.156498,0.066843,0.079933,0.066048,-0.041683,0.092839,-0.064497,0.054276,0.065026,0.223636,0.091966,-0.110677,0.000463,0.010467,0.017134,-0.081717
1,0.15359,-0.112162,-0.102123,-0.068671,-0.341652,0.013087,0.061783,-0.148534,0.1696,-0.096228,0.052687,0.091762,0.021371,0.06572,0.22361,-0.115107,0.082594,0.057044,0.15909,0.039995,0.081561,0.061724,-0.087201,0.083473,-0.061181,0.049713,0.075775,0.218817,0.087809,-0.115743,0.002793,0.006536,0.034109,-0.103777
1,0.159526,-0.109938,-0.173829,-0.061587,-0.31202,0.013328,0.079116,-0.098558,0.150602,-0.070082,0.000642,0.090151,0.023849,0.063278,0.236398,-0.127579,0.090104,0.050819,0.152855,0.064187,0.083354,0.049503,-0.077471,0.080229,-0.015105,0.057605,0.053316,0.237426,0.091234,-0.098243,0.012323,0.00776,0.044687,-0.11537
1,0.182697,-0.051362,-0.142299,-0.045866,-0.365989,0.012672,0.050479,-0.150755,0.135921,-0.073779,0.053316,0.096075,0.015401,0.081752,0.216338,-0.126529,0.08723,0.012545,0.149606,0.055809,0.06718,0.061825,-0.115884,0.076267,-0.063987,0.063171,0.066872,0.219436,0.095983,-0.123162,-0.000563,0.009918,0.039205,-0.081774
0,0.157493,-0.098653,-0.18168,-0.062889,-0.331092,0.017772,0.059555,-0.121942,0.17095,-0.062528,0.039947,0.089972,0.01596,0.056546,0.198982,-0.151069,0.061507,0.019424,0.151469,0.049204,0.084763,0.069428,-0.081964,0.089366,-0.043799,0.05474,0.058852,0.17097,0.098813,-0.17101,0.020357,0.015436,0.032566,-0.064161
1,0.16461,-0.074379,-0.203874,-0.064304,-0.32299,0.02051,0.045975,-0.146837,0.156141,-0.084415,0.044977,0.086262,0.02731,0.041768,0.239555,-0.142003,0.096536,0.015466,0.125642,0.023383,0.074346,0.067085,-0.057361,0.093377,-0.056588,0.041688,0.059243,0.262955,0.088426,-0.118172,0.013791,0.003454,0.014957,-0.087078
1,0.172689,-0.118216,-0.125397,-0.073406,-0.367594,0.011325,0.082867,-0.105882,0.14226,-0.083939,0.026795,0.092495,0.020083,0.051057,0.18834,-0.12969,0.097047,0.038596,0.161791,0.041455,0.067788,0.063871,-0.103703,0.063858,-0.01812,0.051709,0.059646,0.238168,0.090741,-0.095889,-0.000446,0.021884,0.041446,-0.087601
0,0.179975,-0.085875,-0.214706,-0.034542,-0.330771,0.013733,0.057949,-0.1205,0.16349,-0.107788,0.042842,0.086088,0.030006,0.060702,0.238045,-0.091409,0.07779,0.048973,0.162641,0.058469,0.073023,0.066584,-0.111322,0.079287,-0.043522,0.050918,0.05087,0.212165,0.088765,-0.1241,0.032468,0.009899,0.033968,-0.0827
1,0.172651,-0.08153,-0.143996,-0.056369,-0.348379,0.023869,0.050003,-0.10059,0.140644,-0.0842,-0.005838,0.088855,0.016724,0.067631,0.186116,-0.094956,0.067519,0.040269,0.164757,0.055339,0.081185,0.059503,-0.068668,0.078875,-0.045468,0.062799,0.059482,0.213808,0.090114,-0.115042,-0.004897,0.010722,0.02162,-0.04645
0,0.167187,-0.105147,-0.156122,-0.065341,-0.37456,0.017791,0.032957,-0.098119,0.168035,-0.077806,0.04661,0.092332,0.014057,0.04951,0.18939,-0.120326,0.111594,0.068828,0.132963,0.0451,0.070588,0.054684,-0.084446,0.074128,0.006372,0.052437,0.068567,0.204042,0.081937,-0.084925,0.000711,0.016609,0.041623,-0.089228
1,0.176959,-0.10696,-0.115428,-0.050784,-0.325523,0.012976,0.038494,-0.109648,0.190154,-0.067921,0.060229,0.092881,0.016729,0.077115,0.21254,-0.099139,0.093205,0.039757,0.15544,0.051393,0.069187,0.063254,-0.096524,0.070784,-0.033615,0.069556,0.074746,0.25884,0.092236,-0.103624,-0.003586,0.007676,0.034673,-0.112423
1,0.15856,-0.124843,-0.13037,-0.065282,-0.335382,0.01603,0.07168,-0.136126,0.139819,-0.058809,0.040292,0.085579,0.019202,0.048371,0.21078,-0.133942,0.098108,0.03583,0.175824,0.04375,0.072174,0.067283,-0.130489,0.080876,-0.027124,0.059017,0.060338,0.216396,0.091606,-0.101287,-0.002694,0.022795,0.040142,-0.101485
1,0.188861,-0.09667,-0.161523,-0.057385,-0.327215,0.014985,0.070307,-0.146343,0.200242,-0.086184,0.037291,0.092237,0.029122,0.063612,0.190442,-0.147358,0.095349,0.033548,0.148465,0.063964,0.065234,0.062058,-0.090505,0.070614,-0.053374,0.05811,0.063901,0.220359,0.1058,-0.068641,0.007105,0.012065,0.025404,-0.126802
1,0.163458,-0.127706,-0.177429,-0.047306,-0.376225,0.014764,0.047104,-0.167753,0.166,-0.063694,0.052649,0.09301,0.016747,0.049211,0.226791,-0.127678,0.078317,0.042388,0.173904,0.050362,0.088131,0.079336,-0.119367,0.074606,-0.046438,0.068822,0.049353,0.236812,0.087688,-0.061193,0.015103,0.013452,0.013273,-0.077604
0,0.173452,-0.106886,-0.142002,-0.047448,-0.359333,0.019508,0.072979,-0.155576,0.173611,-0.078772,0.019505,0.075917,0.017229,0.075012,0.249322,-0.172597,0.080443,0.034119,0.148641,0.064364,0.068112,0.070903,-0.109684,0.063851,-0.056084,0.048975,0.057352,0.232217,0.096434,-0.099389,0.007864,0.014703,0.035247,-0.098701
0,0.165814,-0.088719,-0.187826,-0.039625,-0.353797,0.006294,0.045286,-0.144892,0.171996,-0.118586,0.057628,0.097768,0.03131,0.065874,0.198994,-0.14923,0.056754,0.027788,0.18193,0.05304,0.064176,0.058455,-0.149986,0.076109,-0.045773,0.06034,0.061662,0.23374,0.098672,-0.043424,-0.002631,0.016094,0.043333,-0.051609
1,0.173307,-0.105985,-0.17681,-0.048473,-0.37576,0.008659,0.045717,-0.141545,0.197993,-0.063049,0.035276,0.085437,0.016661,0.065898,0.221466,-0.151278,0.079589,0.037993,0.120072,0.036238,0.057763,0.066492,-0.11098,0.08227,-0.011129,0.04322,0.060823,0.198876,0.086433,-0.109355,0.001654,0.016315,0.032257,-0.057206
1,0.165223,-0.111196,-0.179773,-0.057871,-0.322243,0.012083,0.080078,-0.159866,0.209729,-0.072985,0.049991,0.081302,0.012309,0.05664,0.258115,-0.1198,0.090455,0.024047,0.161335,0.040268,0.076875,0.07286,-0.096956,0.088601,-0.065749,0.051433,0.054716,0.233223,0.090943,-0.140639,0.001634,0.014014,0.02329,-0.08424
1,0.194964,-0.144352,-0.140582,-0.061483,-0.316755,0.020973,0.045525,-0.139244,0.15826,-0.057842,0.017456,0.083767,0.014084,0.06221,0.170696,-0.091355,0.067592,0.012734,0.158484,0.066072,0.060509,0.062363,-0.078455,0.075983,-0.035554,0.042678,0.069368,0.249117,0.098147,-0.088937,0.016248,0.014885,0.042861,-0.05829
1,0.15374,-0.120169,-0.149807,-0.066508,-0.329303,0.017198,0.076685,-0.154444,0.160982,-0.081385,0.037316,0.081414,0.017079,0.065648,0.211135,-0.120485,0.076225,-0.029439,0.158442,0.05438,0.080117,0.0679,-0.08914,0.076813,-0.096808,0.076397,0.078374,0.223925,0.095232,-0.122531,0.026981,0.02174,0.036796,-0.084197
1,0.146786,-0.076133,-0.204414,-0.0517,-0.379089,0.008559,0.045423,-0.176917,0.173001,-0.088671,0.061632,0.098285,0.021735,0.068114,0.18162,-0.137811,0.087115,0.050616,0.175473,0.031415,0.063089,0.065239,-0.100693,0.059136,-0.007216,0.05773,0.058695,0.195889,0.086918,-0.119628,-0.013334,0.010787,0.025477,-0.038843
1,0.181554,-0.099076,-0.195046,-0.106835,-0.340368,0.013685,0.075864,-0.147232,0.180814,-0.079903,0.03873,0.095875,0.019723,0.056093,0.198804,-0.145038,0.097738,0.052948,0.178963,0.025021,0.090031,0.073868,-0.098553,0.070068,-0.078707,0.046942,0.069545,0.22182,0.092669,-0.083587,0.012999,0.015578,0.030423,-0.098485
1,0.170852,-0.106457,-0.156465,-0.05427,-0.365028,0.024192,0.072267,-0.152574,0.146677,-0.06867,0.057496,0.078205,0.009009,0.054789,0.232801,-0.180512,0.080934,0.022263,0.165276,0.043347,0.067087,0.069988,-0.08592,0.081015,-0.030024,0.055944,0.042421,0.215652,0.089589,-0.093142,0.008191,0.008179,0.03362,-0.056293
1,0.160543,-0.116004,-0.171882,-0.055182,-0.277852,0.018843,0.053303,-0.104344,0.155907,-0.082226,0.044425,0.086742,0.015403,0.07108,0.225531,-0.169368,0.079685,0.008287,0.154344,0.048261,0.080855,0.068611,-0.09145,0.070808,-0.049441,0.05335,0.064766,0.230785,0.091652,-0.114796,0.009035,0.005841,0.032636,-0.110746
1,0.153588,-0.068733,-0.169797,-0.063394,-0.345616,0.008624,0.064603,-0.16613,0.167509,-0.072712,0.051603,0.091149,0.015068,0.061925,0.171915,-0.09477,0.099427,0.019513,0.162174,0.049794,0.066328,0.068464,-0.096556,0.08863,-0.00234,0.056022,0.075359,0.209184,0.094077,-0.112636,0.008509,0.009825,0.017951,-0.071617
0,0.180429,-0.133152,-0.130022,-0.075761,-0.331546,0.013371,0.048761,-0.116192,0.147733,-0.071584,0.049259,0.10055,0.019813,0.062865,0.199599,-0.119882,0.076335,0.013661,0.132329,0.064971,0.074458,0.055228,-0.094455,0.07563,-0.039074,0.056817,0.055716,0.234811,0.085631,-0.086083,0.011798,0.019431,0.041111,-0.081462
1,0.15808,-0.092919,-0.14337,-0.051918,-0.283157,0.015344,0.056137,-0.147989,0.155623,-0.093079,0.032742,0.086524,0.010948,0.069735,0.207812,-0.119625,0.08153,0.062469,0.151165,0.053068,0.072495,0.06808,-0.083595,0.065674,-0.024847,0.057573,0.05939,0.232751,0.08483,-0.121756,0.005161,0.017319,0.042361,-0.122091
1,0.140124,-0.117968,-0.148188,-0.061556,-0.354896,0.015784,0.070309,-0.174537,0.147218,-0.089254,0.045565,0.087936,0.015444,0.057832,0.19992,-0.13767,0.072009,0.008308,0.146409,0.031291,0.057875,0.084636,-0.124125,0.079489,-0.036952,0.041627,0.070522,0.216184,0.096939,-0.117951,0.004491,0.014997,0.017722,-0.088293
1,0.173069,-0.146756,-0.117057,-0.018552,-0.368227,0.011268,0.072135,-0.150942,0.176306,-0.072974,0.041663,0.096462,0.011863,0.048513,0.187891,-0.109214,0.089041,0.032206,0.134225,0.035051,0.069501,0.059916,-0.092618,0.088693,-0.047073,0.078411,0.059918,0.212036,0.090278,-0.12396,-0.021436,0.012873,0.044967,-0.100258
1,0.165358,-0.107116,-0.183287,-0.034808,-0.351322,0.012359,0.050563,-0.130075,0.14322,-0.062373,0.0444,0.090467,0.017472,0.04802,0.191298,-0.128635,0.104682,0.034535,0.15229,0.048413,0.076773,0.034408,-0.096092,0.067628,-0.085323,0.061539,0.068335,0.222199,0.100615,-0.094239,0.002802,0.020475,0.027751,-0.108877
0,0.183014,-0.079443,-0.118356,-0.041657,-0.323403,0.01105,0.050571,-0.13732,0.153442,-0.073481,0.035195,0.095929,0.016958,0.056968,0.22268,-0.088246,0.076737,0.014002,0.166767,0.051729,0.074108,0.071398,-0.123685,0.078523,3.6E-05,0.069522,0.063113,0.221303,0.091455,-0.119377,0.014901,0.012817,0.038314,-0.0834
1,0.155929,-0.081145,-0.193874,-0.072324,-0.367253,0.015032,0.051831,-0.104201,0.163651,-0.074342,0.05131,0.091251,0.019106,0.057007,0.230787,-0.193295,0.083368,0.031612,0.149808,0.07474,0.08405,0.046875,-0.089152,0.07719,-0.052115,0.031649,0.066965,0.178876,0.105763,-0.144254,-0.00518,0.015012,0.017469,-0.105839
1,0.155529,-0.106869,-0.144713,-0.041411,-0.314105,0.012733,0.069367,-0.145483,0.157502,-0.055329,0.050931,0.101944,0.015738,0.043813,0.258145,-0.140959,0.105434,0.060177,0.153098,0.048698,0.069494,0.070366,-0.086603,0.066121,-0.044617,0.05579,0.061944,0.267764,0.089796,-0.119636,0.00562,0.01657,0.03192,-0.077306
1,0.163366,-0.062713,-0.133296,-0.060422,-0.350984,0.011005,0.058465,-0.134949,0.132237,-0.083841,-0.00536,0.094915,0.018365,0.071286,0.239809,-0.157123,0.078768,0.039638,0.200045,0.06168,0.067374,0.066718,-0.121053,0.075569,-0.06083,0.049161,0.068559,0.241288,0.084118,-0.087097,0.010396,0.009523,0.020069,-0.055542
1,0.159176,-0.130316,-0.180262,-0.056368,-0.350986,0.026038,0.052297,-0.14234,0.188911,-0.112214,0.020466,0.088525,0.022569,0.059016,0.21609,-0.107443,0.094651,0.028882,0.171634,0.053361,0.082943,0.070229,-0.103479,0.069147,-0.079881,0.045837,0.051146,0.262919,0.099246,-0.110896,0.021118,0.025743,0.031709,-0.076803
0,0.173325,-0.105992,-0.20911,-0.043386,-0.327058,0.018134,0.055037,-0.117057,0.166947,-0.067821,0.034242,0.083701,0.020947,0.059925,0.242236,-0.118666,0.087225,0.021458,0.141974,0.059252,0.078438,0.060107,-0.100239,0.089244,-0.044203,0.049333,0.067809,0.190061,0.080586,-0.066736,0.015041,0.022162,0.046853,-0.075401
0,0.188199,-0.12103,-0.159016,-0.060602,-0.366475,0.014698,0.064787,-0.128299,0.157717,-0.07532,0.00561,0.086062,0.02633,0.073261,0.229518,-0.163094,0.093377,0.037722,0.169054,0.050752,0.079671,0.062824,-0.092763,0.083055,-0.034924,0.062199,0.062835,0.233077,0.099219,-0.13139,0.003385,0.017069,0.039101,-0.09521
0,0.168291,-0.093492,-0.18749,-0.057484,-0.338956,0.015114,0.052678,-0.15489,0.175787,-0.076964,0.021547,0.078203,0.032421,0.058267,0.244603,-0.140624,0.088415,0.042945,0.173629,0.049205,0.082026,0.050574,-0.098519,0.076644,-0.053251,0.054317,0.050759,0.214345,0.093803,-0.102778,0.011863,0.008223,0.010383,-0.080214
